Ativo,Cliente,41.896.270/0001-00,7P SOLUCOES LTDA,7P SOLUCOES,(19) 3500-6328,,franciscosette1@gmail.com,Americana (SP),SP,"AV COMENDADOR THOMAZ FORTUNATO, 2000 - BLOCO 8 APT 303",CHACARA LETONIA,13475-010,,,,,Não,,Prestação de Serviços,,,franciscosette1@gmail.com,Não,Não,0.00,195.76,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,01.648.106/0001-69,ACB ASSOCIACAO CRIANCAS DE BELEM,ACB ASSOCIACAO CRIANCAS DE BELEM,(15) 3035-5004,,administrativo@acbassociacaocriancasdebelem.org,Sorocaba (SP),SP,"R CLAUDIO GOMES SILVA, 40",JARDIM MORUMBI III,18085-653,,,,,Não,,Associação,,,administrativo@acbassociacaocriancasdebelem.org,Não,Não,0.00,449.00,,,,,1/18/2024,1/19/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,27.906.642/0001-00,ACIM-ASSOCIACAO COMERCIAL E INDUSTRIAL DA MICROEMPRESA EMPRE,ACIM A CASA DO EMPRREENDEDOR FRANCO DA ROCHA,(11) 4267-3652,,presidencia.acimfrancodarocha@gmail.com,Franco da Rocha (SP),SP,"PRACA CAIEIRAS, 46 - ANDAR 1",VILA VERA CRUZ,07803-030,,,,312.204.035.117,Sim,,,,,,Não,Não,0.00,332.10,,,,,1/30/2024,2/2/2024,Ailton Vieira,Magali Vieira
Ativo,Cliente,39.941.215/0001-42,ACTTUS GESTAO COLABORATIVA LTDA,ACTTUS GESTAO COLABORATIVA LTDA,(11) 98103-0181,,financeiro@acttusgestao.com.br,São Paulo (SP),SP,"ALAMEDA FRANCA, 1188",JARDIM PAULISTA,01422-004,,,,133.299.691.117,Sim,,Comercial (Varejista),,,,Não,Não,0.00,537.80,,,,,1/31/2024,1/31/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,20.731.259/0001-10,AEON EMPREENDIMENTOS LTDA,AEON EMPREENDIMENTOS,(13) 3061-9381,,financeiro@grupoaeon.com.br,Santos (SP),SP,"AVENIDA CONSELHEIRO NEBIAS, 626 - ANDAR 4",BOQUEIRAO,11045-002,,,,,Não,,,,,financeiro@grupoaeon.com.br,Não,Não,0.00,727.32,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,34.734.385/0001-32,AGBCARGO TRANSPORTE DE CARGAS RODOVIARIAS LTDA,AGBCARGO TRANSPORTES,(11) 2371-1067,,financeiro@agbcargo.com.br,São Paulo (SP),SP,"RUA JOAO PEDRO, 280 - SALA 2",CAPELA DO SOCORRO,04781-040,,,,126.680.427.110,Sim,,,,,financeiro@agblog.com.br,Não,Não,0.00,490.00,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,19.691.327/0001-85,AGROFRUTA DO BRASIL ALIMENTOS LTDA,AGROFRUTA DO BRASIL ALIMENTOS LTDA,(27) 99981-3567,,j.armayy@hotmail.com,Domingos Martins (ES),ES,"RUA NILO VELTEN, S/N - KM: 92.5; GALPAO: A; : ZONA RURAL;",ARACE,29278-000,,,,,Não,,,,,j.armayy@hotmail.com,Não,Não,0.00,440.50,,,,,1/18/2024,2/1/2024,Magali Vieira,Rafaela Schiavinatto
Ativo,Cliente,20.980.150/0001-16,AGROPECUARIA EMRA HIDROLANDIA LTDA,AGROPECUARIA EMRA HIDROLANDIA LTDA,(62) 3553-2857,,emra.go@mudasemra.com.br,Hidrolândia (GO),GO,"ROD MUNICIPAL HIDROLANDIA A OLOANA, SN - KM 12 SITIO RANCHO ALEGRE ZONA RUAL",SANTA MARIA,75340-000,,,,10.616.510-0,Sim,,Prestação de Serviços,,,,Não,Não,0.00,358.96,,,,,3/6/2024,3/6/2024,Rafaela Schiavinatto,Rafaela Schiavinatto
Ativo,Cliente,42.779.311/0001-40,ALEF DOS SANTOS SANTANA SOCIEDADE INDIVIDUAL DE ADVOCACIA,ALEF DOS SANTOS SANTANA SOCIEDADE INDIVIDUAL DE ADVOCACIA,(11) 4172-3554,,contato@alefsantanaadv.com.br,São Paulo (SP),SP,"RUA NOVE DE JULHO, 72 - CONJ 152",SANTO AMARO,04739-010,,,,,Não,,,,,contato@alefsantanaadv.com.br,Não,Não,0.00,0.00,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,24.772.594/0001-17,ALEXANDRE MELO DOS SANTOS,EQUALIZE IT SOLUTIONS,(41) 3542-1090,,financeiro@equalizeit.com.br,Curitiba (PR),PR,"RUA EMANUEL KANT, 60 - SALA 1104 ANDAR 11 COND H. A. OFFICES LINHA",CAPAO RASO,81020-670,,,,908.33975-40,Sim,,,,,financeiro@equalizeit.com.br,Não,Não,0.00,0.00,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,24.353.789/0001-22,ALIANCA DISTRIBUIDORA DE EMBALAGENS E DESCARTAVEIS LTDA,ALIANCA DISTRIBUIDORA,(24) 2233-3590,,aliancadistribuidora.severo@gmail.com,Petrópolis (RJ),RJ,"RUA CORONEL DUARTE DA SILVEIRA, 1920",DUARTE SILVEIRA,25665-472,,,,87.114.14-7,Sim,,Comercial (Atacadista),,,aliancadistribuidora.severo@gmail.com,Não,Não,0.00,800.60,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,28.132.567/0001-30,ALL CLEAN HIGIENIZACAO E IMPERMEABILIZACAO LTDA.,ALL CLEAN HIGIENIZACAO,(19) 3023-3119,,contato@allcleanrc.com.br,Rio Claro (SP),SP,"AVENIDA 36, 826",VILA OPERARIA,13504-120,,,,,Não,,,,,contato@allcleanrc.com.br,Não,Não,0.00,437.76,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,20.643.602/0001-74,ALLREDE TELECOM LTDA,ALLREDE TELECOM,(62) 93618-0056,,vinicius.borges@allrede.com.br,Goiania (GO),GO,"R 115, 942 - QUADRAF39 LOTE 118",SET SUL,74085-325,,,,10.704.268-1,Sim,,Prestação de Serviços,,,vinicius.borges@allrede.com.br,Não,Não,0.00,"1,200.02",,,,,1/18/2024,1/19/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,60.332.384/0001-71,AMARALINA CONSTRUCOES E EMPREENDIMENTOS LTDA.,AMARALINA CONSTRUCOES E EMPREENDIMENTOS LTDA.,(11) 98539-9735,,levi.simoes@planejamento.itatiba.sp.gov.br,Marilia (SP),SP,"AVENIDA REPUBLICA, 4149",NUCLEO HABITACIONAL CASTELO BRANCO,17511-000,,,,438.069.730.117,Sim,,Prestação de Serviços,,,,Não,Não,0.00,0.00,,,,,3/18/2024,3/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,33.572.128/0001-89,AMAZONAS NET SERVICOS DE COMUNICACOES LTDA,AMAZONAS NET,(11) 95081-9906,,financeiro@internetamazonasnet.com,Itaquaquecetuba (SP),SP,"R MAMORE, 118",JARDIM AMAZONAS,08591-681,,,,379.356.973.119,Sim,,Prestação de Serviços,,,financeiro@internetamazonasnet.com,Não,Não,0.00,99.90,,,,,1/18/2024,1/19/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,10.827.554/0001-10,AMAZONIA LAVANDERIA INDUSTRIAL LTDA,AMAZONIA LAVANDERIA INDUSTRIAL,(66) 3544-6191,,esc.excellence2021@gmail.com,Sorriso (MT),MT,"R LIMA, 465",SANTA MONICA,78894-112,,,,,Não,,Prestação de Serviços,,,financeiro@amazonialavanderia.ind.br,Não,Não,0.00,194.90,,,,,1/18/2024,2/29/2024,Magali Vieira,Rafaela Schiavinatto
Ativo,Cliente,22.573.659/0001-70,AMERICANA INDUSTRIA E COMERCIO LTDA,AMERICANA COMERCIAL,(41) 3798-2766,Rafael,contatocomercial@sapo.pt,Curitiba (PR),PR,"R ALBINO NIQUELE, 126",UMBARA,81940-220,,,,910.37598-94,Sim,,Industrial,,,,Não,Não,0.00,342.24,,,,,2/5/2024,2/5/2024,Rafaela Schiavinatto,Rafaela Schiavinatto
Ativo,Cliente,31.541.624/0001-40,ANDRE JESUS GONCALVES VITORINO 34559520895,ANDRE JESUS GONCALVES VITORINO 34559520895,(19) 97407-4256,,andre.vitorino@consultoria.click,Valinhos (SP),SP,"RUA SAMUEL FRAGOSO COIMBRA, 442 - SALA 2",VILA NOVA VALINHOS,13271-280,,,,708.259.880.117,Sim,,Prestação de Serviços,,,,Não,Não,0.00,466.98,,,,,1/31/2024,1/31/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,18.414.598/0001-20,ANDROMEDA CONTABILIDADE LTDA,KNOW CONTABILIDADE,(12) 3204-6672,,financeiro@knowcontabilidade.com.br,São José dos Campos (SP),SP,"RUA MANOEL FREIRE DE CASTRO, 105",BOSQUE DOS EUCALIPTOS,12233-110,,,,,Não,,,,,financeiro@knowcontabilidade.com.br,Não,Não,0.00,488.70,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,378.163.067-68,ANGELA SARAIVA PORTES SOUZA,ANGELA SARAIVA PORTES SOUZA,(31) 3207-3900,,financeiro@saraivaleiloes.com.br,Belo Horizonte (MG),MG,"Rua Araguari, 1750 - 6 andar",Santo Agostinho,30190-111,,,,,Não,,,,,financeiro@saraivaleiloes.com.br,Não,Não,0.00,399.90,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,48.570.150/0001-67,ANNCORA BANK LTDA,ANNCORA BANK,(31) 9696-3000,,rljardim@hotmail.com,Belo Horizonte (MG),MG,"RUA PARAIBA, 550 - SALA 900",SAVASSI,30130-141,,,,,Não,,,,,rljardim@hotmail.com,Não,Não,0.00,0.00,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,20.456.701/0001-47,APOIO LEGIS SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO,APOIO LEGIS SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO EIRELI,(19) 3232-5886,,financeiroaeaprado@gmail.com,Campinas (SP),SP,"RUA DOUTOR LINO DE MORAIS LEME, 21",NOVA CAMPINAS,13092-102,,,,,Não,,,,,financeiroaeaprado@gmail.com,Não,Não,0.00,827.70,,,,,1/18/2024,1/22/2024,Magali Vieira,Rafaela Schiavinatto
Ativo,Cliente,27.458.279/0001-08,AQUINO & GONCALVES INDUSTRIA DE SOFTWARE LTDA,CLIEENT CRM,(35) 9992-4848,,gui@aquino.ind.br,Passos (MG),MG,"AVENIDA ARLINDO FIGUEIREDO, 128",SAO FRANCISCO,37902-026,,,,,Não,,Prestação de Serviços,,,,Não,Não,0.00,544.64,,,,,3/12/2024,3/12/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,73.198.913/0001-38,ARAUJO EVENTOS E COMERCIO DE ELETRONICOS LTDA,ARAUJO ELETRONICOS E EVENTOS,(41) 99837-0296,,araujocontatocomercial2@gmail.com,São Paulo (SP),SP,"RUA AMADOR BUENO, 229 - LOJA 20613 PAVMTO1",SANTO AMARO,04752-005,,,,118.074.665.117,Sim,,Comercial (Varejista),,,,Não,Não,0.00,358.96,,,,,2/8/2024,2/20/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,24.251.002/0001-11,ARTINET TELECOM SERVICOS DE COMUNICACAO LTDA,ARTI-NET,(11) 4637-5785,,adm@artinet.com.br,Várzea Paulista (SP),SP,"AVENIDA VINTE E UM DE MARCO, 72 - LOJA 8",JARDIM DAS ACACIAS,13223-350,,,,712.088.001.117,Sim,,Prestação de Serviços,,,adm@artinet.com.br,Não,Não,0.00,615.35,,,,,1/18/2024,2/29/2024,Magali Vieira,Rafaela Schiavinatto
Ativo,Cliente,20.966.942/0001-36,ASN BRASIL IMPORTACAO E EXPORTACAO LTDA,DILCINTIA BEAUTY,(35) 3636-1407,,financeiro@dilcintia.com.br,Cotia (SP),SP,"RUA MESOPOTAMIA, 109 - LJ LOJA 39",JARDIM PASSARGADA I,06712-100,,,,278.556.212.114,Sim,,,,,financeiro.asn@dilcintia.com.br,Não,Não,0.00,193.61,,,,,1/18/2024,2/1/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,19.611.139/0001-08,ASS TECHNOLOGY SERVICOS DE TELECOMUNICACOES E INFORMATICA LT,ASS TECHNOLOGY,(21) 2791-0056,ALEX,alex@asstechnology.com.br,Nilópolis (RJ),RJ,"RUA OLAVO BILAC, 93",NOSSA SENHORA DE FATIMA,26520-520,,,,,Não,,,,,alex@asstechnology.com.br,Não,Não,0.00,703.39,,,,,1/18/2024,1/22/2024,Magali Vieira,Rafaela Schiavinatto
Ativo,Cliente,08.044.741/0001-86,ASSOCIACAO DOS MORADORES DA RESERVA EXTRATIVISTA MAPUA,AMOREMA,(91) 99104-9327,,charlesresex@gmail.com,Breves (PA),PA,"OUTROS RIO MAPUA, 00 - COMUNIDADE BOM JESUS",SAO MIGUEL DOS MACACOS,68800-000,,,,,Não,,,,,charlesresex@gmail.com,Não,Não,0.00,69.90,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,10.544.398/0001-80,ASSOCIACAO DOS PROPRIETARIOS EM RESERVA SANTA ROSA,RESERVA SANTA ROSA,(11) 4524-1703,,adm2reservasantarosa@yahoo.com,Itatiba (SP),SP,"AVENIDA LUIS LATORRE, S/N - COND: RESERVA SANTA ROSA; LOTE: 9 QUADRA-09;",RESERVA SANTA ROSA,13255-111,,,,,Não,,,,,adm2reservasantarosa@yahoo.com,Não,Não,0.00,0.00,,,,,1/18/2024,2/6/2024,Magali Vieira,Rafaela Schiavinatto
Ativo,Cliente,23.612.841/0001-55,ASSOCIACAO DOS USUARIOS DA SAUDE DE VASSOURAS,ULTRAPLAN,(24) 3512-4332,,financeiro@grupoeternasaudade.com.br,Vassouras (RJ),RJ,"RUA GILDA DE ABREU, 17",MADRUGA,27700-000,,,,,Não,,,,,financeiro@grupoeternasaudade.com.br,Não,Não,0.00,866.85,,,,,1/18/2024,2/19/2024,Magali Vieira,Rafaela Schiavinatto
Ativo,Cliente,35.806.346/0001-66,ASSUSTA - ASSOCIACAO DOS USUARIOS DO SISTEMA DE SAUDE,SHOPPING POPULAR CAECSMG,(31) 98536-5197,,mauriciocaecs@gmail.com,Belo Horizonte (MG),MG,"RUA PLOTINO, 92",NAZARE,31990-310,,,,,Não,,,,,mauriciocaecs@gmail.com,Não,Não,0.00,425.34,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,32.795.963/0001-15,ASTRAL CULTURAL EDITORA LTDA,ASTRAL CULTURAL,(14) 9977-0729,,nfe@astral.com.br,São Paulo (SP),SP,"RUA HELENA, 140 - SL SALA 13 SL SALA 14",VILA OLIMPIA,04552-050,,,,209.774.906.117,Sim,,,,,nfe@astral.com.br,Não,Não,0.00,340.01,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,37.682.469/0001-68,ATC CONTABILIDADE E ASSESSORIA EMPRESARIAL LTDA,ATC CONTABILIDADE,(11) 94336-3660,,sandra.toledo@atccontabil.com.br,Bragança Paulista (SP),SP,"RUA SANTA INES, 15",APARECIDA,12912-710,,,,,Não,,,,,sandra.toledo@atccontabil.com.br,Não,Não,0.00,297.84,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,37.750.499/0001-64,ATLASNET SERVICOS DE COMUNICACAO LTDA,ATLASNET SERVICOS DE COMUNICACAO LTDA,(11) 99319-8080,,enzo@atlanet.com.br,Mairipora (SP),SP,"AVENIDA PIETRO PETRI, 548 - ANDAR 2 SALA 4A QUATRO A EDIF PRUDENCIA",TERRA PRETA (TERRA PRETA),07661-435,,,,433.141.344.111,Sim,,Prestação de Serviços,,,,Não,Não,0.00,0.00,,,,,3/18/2024,3/25/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,30.772.901/0001-62,ATM - AEREO TERRESTRE MARITIMO VIAGENS E TURISMO LTDA,ATM BRASIL TRAVEL,(11) 98298-5132,,financeiro@atmtravel.com.br,São Paulo (SP),SP,"RUA ALM NORONHA, 646",JARDIM SAO PAULO(ZONA NORTE),02043-061,,,,,Não,,,,,financeiro@atmtravel.com.br,Não,Não,0.00,159.90,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,81.701.419/0001-72,AUDICONSUL ASSESSORIA E SERVICOS CONTABEIS LTDA,AUDICONSUL CONTABILIDADE,(41) 99973-6033,,benjamin@audiconsul.com.br,Curitiba (PR),PR,"AVENIDA MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO, 986 - CJ CONJUNTO 101",CRISTO REI,82530-195,,,,,Não,,,,,benjamin@audiconsul.com.br,Não,Não,0.00,234.75,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,51.821.262/0001-58,AUTO ESCOLA UNIAO FRANCA LTDA,AUTO ESCOLA UNIAO FRANCA LTDA,(16) 99143-9040,,juninhoautoescolauniao@gmail.com,Franca (SP),SP,"RUA JOSE DE ALENCAR, 2154",ESTACAO,14405-208,,,,,Não,,,,,juninhoautoescolauniao@gmail.com,Não,Não,0.00,0.00,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,13.772.072/0001-07,AXIOS COMERCIO EXTERIOR LTDA,AXIOS TECH,(48) 3341-4300,,lucila@axioscomex.com,Palhoça (SC),SC,"R NAJLA CARONE GUEDERT, 838 - SALA 1301",PAGANI,88132-150,,,,256.428.727,Sim,,Comercial (Atacadista),,,lucila@axioscomex.com,Não,Não,0.00,298.90,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,34.398.474/0001-55,"AZUTON COMERCIO, LOCACAO E SERVICOS EM TECNOLOGIA LTDA",AZUTON,(11) 4200-1232,,victor@azuton.com,São Paulo (SP),SP,"AVENIDA MARQ DE SAO VICENTE, 121 - BLOCO B CONJ 1003",VARZEA DA BARRA FUNDA,01139-001,,,,126.495.132.112,Sim,,Comercial (Varejista),,,victor@azuton.com,Não,Não,0.00,947.85,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,60.077.336/0001-84,B.J.TRANSPORTES DE ITATIBA LTDA,B.J.TRANSPORTES DE ITATIBA LTDA,(11) 2943-5413,João Carlos,contabil@bjtransportes.com.br,Itatiba (SP),SP,"AVENIDA ANTONIO NARDI, 777",DA SERRINHA,13254-260,,,,382.031.050.117,Sim,,Prestação de Serviços,,,contabil@bjtransportes.com.br,Não,Não,0.00,656.91,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,37.355.755/0001-19,BEE GIFT WORK COMERCIO IMPORTACAO E EXPORTACAO LTDA,BEE GIFT WORK,(11) 93800-3787,JEFFERSON,jefferson@beegiftwork.com.br,São Paulo (SP),SP,"RUA IBITIRAMA, 2060 - APT 32A",VILA PRUDENTE,03134-002,,,,130.758.384.115,Sim,,Prestação de Serviços,,,jefferson@beegiftwork.com.br,Não,Não,0.00,179.30,,,,,1/18/2024,1/19/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,36.927.227/0001-24,BERSAN ASSESSORIA EMPRESARIAL E CONTABIL LTDA,BERSAN CONTABILIDADE,(11) 4610-0116,,financeiro@bersan.com.br,Ferraz de Vasconcelos (SP),SP,"RUA STELIO MACHADO LOUREIRO, 194",VILA ROMANOPOLIS,08500-080,,,,,Não,,,,,financeiro@bersan.com.br,Não,Não,0.00,370.00,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,15.654.038/0001-55,BESTNET TELECOM LTDA,BESTNET TELECOM,(88) 9967-5154,,contato@bestnettelecom.com.br,Morrinhos (CE),CE,"R FRANCISCO PLINIO, 91",CENTRO,62550-000,,,,06.455801.0 -,Sim,,Prestação de Serviços,,,contato@bestnettelecom.com.br,Não,Não,0.00,219.30,,,,,1/18/2024,1/19/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,09.344.231/0001-97,BGN NIKIMBA TRANSPORTE LTDA,BGN NIKIMBA TRANSPORTE,(11) 4661-7640,,contato@alefsantaadvc.com.br,Embu das Artes (SP),SP,"RUA ALEXANDRINA BASSITH, 46 - SALA 86",CENTRO,06803-050,,,,298.442.286.113,Sim,,Prestação de Serviços,,,,Não,Não,0.00,"1,551.01",,,,,2/7/2024,2/7/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,10.298.749/0001-10,BHC SISTEMAS DE SEGURANCA ELETRONICA LTDA,BHC SISTEMAS DE SEGURANCA ELETRONICA LTDA,(11) 3536-1467,,contasapagar@bhcsistemas.com.br,São Paulo (SP),SP,"RUA DEMOSTENES, 1200",CAMPO BELO,04614-014,,,,148.268.565.111,Sim,,Prestação de Serviços,,,contasapagar@bhcsistemas.com.br,Não,Não,0.00,699.00,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,02.227.843/0001-50,BLUEPEX TECNOLOGIA S.A.,BLUEPEX,(19) 3404-6505,,falecom@bluepex.com,Limeira (SP),SP,"R WILSON VITORIO COLETTA,, 157",JD. MARIA B. MODENEI,13482-225,,,,417.157.036.116,Sim,,Prestação de Serviços,,,nfe@bluepex.com,Não,Não,0.00,229.90,,,,,1/18/2024,1/19/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,46.201.610/0001-54,BMOV SERVICOS E TRANSPORTES LTDA,BMOV SERVICOS E TRANSPORTES,(47) 9712-7993,,financeiro@falconex.com.br,Jaragua do Sul (SC),SC,"R JOSE THEODORO RIBEIRO, 1410",ILHA DA FIGUEIRA,89258-000,,,,261.672.460,Sim,,Prestação de Serviços,,,financeiro@falconex.com.br,Não,Não,0.00,280.00,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,41.195.922/0001-89,BONATTI E SOARES ODONTOLOGIA LTDA,ODONTOCOMPANY SANTA MARIA,(61) 98245-7777,,financeiro@sscosmeticos.com,Brasília (DF),DF,"QUADRA CL, 116 - LOTE G03 E G11",SANTA MARIA,72546-200,,,,,Não,,,,,financeiro@sscosmeticos.com,Não,Não,0.00,580.00,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
Ativo,Cliente,23.831.562/0001-82,BOX TECNOLOGIA LTDA,BOX TECNOLOGIA,(48) 3045-1888,,contasapagar@boxtecnologia.com.br,Criciuma (SC),SC,"RUA LAURO MULLER, 52 - SALA 102",CENTRO,88801-430,,,,257838449,Sim,,,,,contasapagar@boxtecnologia.com.br,Não,Não,0.00,179.90,,,,,1/18/2024,1/26/2024,Magali Vieira,Rafaela Schiavinatto
Ativo,Cliente,42.423.875/0001-46,BR NEGOCIOS IMOBILIARIOS LTDA,BR IMOVEIS,(48) 3701-0027,,brunno@brunnorosa.com.br,Garopaba (SC),SC,"RUA PREFEITO JOAO ORESTES DE ARAUJO, 1143 - SALA 12",CENTRO,88495-000,,,,,Não,,Prestação de Serviços,,,,Não,Não,0.00,0.00,,,,,2/23/2024,3/25/2024,Rafaela Schiavinatto,Magali Vieira
Ativo,Cliente,23.246.316/0001-63,BR4 TRANSPORTES DE CARGAS EM GERAL LTDA,BR4 TRANSPORTES,(19) 97420-3089,,financeiro2@br4transportes.com.br,Rio Claro (SP),SP,"ROD WASHINGTON LUIZ, KM 172 - LOTE A12 E A13",JARDIM ANHANGUERA,13501-600,,,,587.220.280.115,Sim,,Prestação de Serviços,,,financeiro2@br4transportes.com.br,Não,Não,0.00,380.07,,,,,1/18/2024,1/18/2024,Magali Vieira,Magali Vieira
